## Classical Chinese Character Frequency List
## 古汉语单字频率列表
## 拼音取自于http://www.mandarintools.com/cedict.html, http://www.chinese-forums.com/vocabulary/和http://sh.netsh.com/bbs/1951/。
## 英文翻译来自于CEDICT at http://www.mandarintools.com/cedict.html
## Columns are tab delimited. 行间分隔符为Tab键。
## http://lingua.mtsu.edu/chinese-computing/statistics/index.html
## http://lingua.mtsu.edu/chinese-computing/statistics/char/download.php?Which=CL
id	character	occurrences	frequency	pinyins	traductions
6666	瞠	49	99.9391341431	cheng1	stare at something beyond reach
6667	瀣	49	99.9392091255	xie4	mist/vapor
6668	瞢	49	99.939284108	meng2
6669	瓞	49	99.9393590904	die2	young melon
6670	翫	49	99.9394340729	wan4
6671	膋	49	99.9395090553	liao2
6672	癀	49	99.9395840378	huang2
6673	眛	49	99.9396590202	mei4
6674	窸	48	99.9397324724	xi1
6675	瞄	48	99.9398059246	miao2	to aim
6676	讧	48	99.9398793768	hong4
6677	痂	48	99.939952829	jia1	scab
6678	齁	48	99.9400262812	ku4
6679	矞	48	99.9400997334	yu4
6680	裯	48	99.9401731856	dao1
6681	臑	48	99.9402466378	nao4
6682	虙	48	99.94032009	fu2
6683	貋	48	99.9403935422	an4
6684	闟	48	99.9404669944	xi4
6685	鸑	48	99.9405404466	yue4
6686	睒	47	99.9406123685	shan3
6687	鳃	47	99.9406842905	sai1	gills of fish
6688	汐	47	99.9407562124	xi1
6689	揶	47	99.9408281343	ye2	gesticulate/play antics
6690	咻	47	99.9409000563	xiu1	call out/jeer
6691	鑨	47	99.9409719782	long2
6692	掰	47	99.9410439002	bai1	to break with both hands
6693	睐	47	99.9411158221	lai4	gaze/stare
6694	酡	47	99.9411877441	tuo2	flushed (from drinking)
6695	艴	47	99.941259666	fu2	angry
6696	隄	47	99.9413315879	di1
6697	耎	47	99.9414035099	nuo4
6698	鯊	47	99.9414754318	sha1
6699	雝	47	99.9415473538	yong1
6700	哔	46	99.9416177455	bi4	beiges/serge
6701	礴	46	99.9416881372	bo2	fill/extend
6702	鮼	46	99.9417585288	qin1
6703	酽	46	99.9418289205	yan4	strong (of tea)
6704	鲞	46	99.9418993122	xiang3	wine-preserved pomfret
6705	鲟	46	99.9419697039	xun2	acipenser sp./sturgeon
6706	茈	46	99.9420400956	ci2/zi3	water chestnut, Lithospermum officinale
6707	襻	46	99.9421104873	pan4	a loop/a belt or band
6708	鲰	46	99.942180879	zou1	(surname)/minnows/small fish
6709	耖	46	99.9422512707	chao4
6710	蓰	46	99.9423216624	xi3	(grass)/increase five fold
6711	訏	46	99.942392054	xu3
6712	坶	46	99.9424624457	mu3
6713	趯	46	99.9425328374	yue4
6714	鍍	46	99.9426032291	du4
6715	鐩	46	99.9426736208	sui4
6716	礿	46	99.9427440125	yue4
6717	秏	46	99.9428144042	mao4
6718	禟	46	99.9428847959	tang2
6719	仟	45	99.9429536573	qian1	thousand
6720	輗	45	99.9430225187	yi4
6721	蜷	45	99.9430913802	quan2	Melania libertina/wriggle (as a worm)
6722	鲢	45	99.9431602416	lian2	Hypophthalmichthys moritrix
6723	黧	45	99.943229103	li2	dark/sallow color
6724	镟	45	99.9432979645	xuan4	lathe/thread in screw
6725	牾	45	99.9433668259	wu3
6726	脲	45	99.9434356873	niao4
6727	钬	45	99.9435045488	huo3	holmium
6728	駃	45	99.9435734102	kuai4
6729	謜	45	99.9436422716	yuan2
6730	譊	45	99.9437111331	nao2
6731	褷	45	99.9437799945	shi1
6732	盻	44	99.9438473257	pan3
6733	禛	44	99.9439146569	zhen1
6734	羚	44	99.9439819881	ling2	antelope
6735	糌	44	99.9440493192	zan1
6736	剞	44	99.9441166504	ji1	curved wood graver
6737	骒	44	99.9441839816	ke4	mother horse
6738	耇	44	99.9442513128	gou3
6739	諓	44	99.944318644	jian4
6740	鋆	44	99.9443859751	yun2
6741	鮾	44	99.9444533063	nei3
6742	麑	44	99.9445206375	ni2
6743	駉	44	99.9445879687	jiong1
6744	镦	44	99.9446552999	dun1/dui4	upsetting (forged pieces)
6745	驲	44	99.944722631	ri4
6746	硼	43	99.944788432	peng2	boron
6747	屙	43	99.9448542329	e1	defecate
6748	蝥	43	99.9449200338	mao2/mou2	Spanish fly/grain-eating grub
6749	矻	43	99.9449858347	ku1
6750	苠	43	99.9450516357	min2	multitude/skin of bamboo
6751	脘	43	99.9451174366	wan3
6752	耢	43	99.9451832375	lao4
6753	硱	43	99.9452490384	kun3
6754	驵	43	99.9453148394	zang3	powerful horse
6755	髽	43	99.9453806403	zhua1
6756	鷇	43	99.9454464412	kou4
6757	稌	43	99.9455122422	tu2
6758	埕	43	99.9455780431	cheng2	earthen jar
6759	砫	43	99.945643844	zhu3
6760	薿	43	99.9457096449	ni3
6761	訹	43	99.9457754459	xu4
6762	腯	43	99.9458412468	dun4
6763	皑	42	99.9459055175	ai2	white (of snow, etc.)
6764	揠	42	99.9459697881	ya4	eradicate/pull up
6765	漩	42	99.9460340588	xuan2	eddy
6766	甾	42	99.9460983295	zai1	steroid nucleus
6767	椠	42	99.9461626001	qian4	wooden tablet/edition
6768	纴	42	99.9462268708	ren4
6769	蓠	42	99.9462911415	li2	Gracilaria confervoides
6770	翂	42	99.9463554122	fen1
6771	鍊	42	99.9464196828	lian4
6772	鯐	42	99.9464839535	zou3
6773	碏	42	99.9465482242	que4
6774	螾	42	99.9466124949	yin2
6775	菻	42	99.9466767655	lin3
6776	蛀	41	99.9467395059	zhu4	termite/to bore (of insects)
6777	噌	41	99.9468022464	ceng1/cheng1	to scold/whoosh!, sound of bells, etc
6778	钼	41	99.9468649868	mu4	molybdenum
6779	蜣	41	99.9469277272	qiang1	dung beetle
6780	柒	41	99.9469904676	qi1	seven (fraud-proof)
6781	麃	41	99.947053208	biao1
6782	譓	41	99.9471159485	hui4
6783	钽	41	99.9471786889	tan3
6784	腠	41	99.9472414293	cou4	the tissue between the skin and the flesh
6785	钷	41	99.9473041697	po3
6786	詠	41	99.9473669101	yong3
6787	翜	41	99.9474296505	sha4
6788	鷥	41	99.947492391	si1
6789	韮	41	99.9475551314	jiu3
6790	霤	41	99.9476178718	liu4
6791	鳂	41	99.9476806122	wei1
6792	蚄	41	99.9477433526	bang4
6793	浈	41	99.9478060931	zhen1
6794	齎	41	99.9478688335	ji1
6795		41	99.9479315739
6796	眬	40	99.9479927841	long2
6797	傣	40	99.9480539942	dai3	the Dai minority living in South China
6798	肛	40	99.9481152044	gang1	anus
6799	疸	40	99.9481764145	dan3/da	jaundice
6800	辊	40	99.9482376247	gun3	revolve/stone roller
6801	潆	40	99.9482988349	ying2	eddy/small river
6802	祃	40	99.948360045	ma4
6803	筥	40	99.9484212552	ju3
6804	襆	40	99.9484824654	pu2
6805	劐	40	99.9485436755	huo1
6806	蒇	40	99.9486048857	chan3	complete/prepare
6807	酇	40	99.9486660959	zan4
6808	毹	40	99.948727306	shu1	rug
6809	薆	40	99.9487885162	ai4
6810	鹠	40	99.9488497264	liu2
6811	鶒	40	99.9489109365	chi4
6812	鼇	40	99.9489721467	ao2
6813	艸	40	99.9490333568	cao3
6814	禴	40	99.949094567	yue4
6815	绬	40	99.9491557772	ying1
6816	虸	40	99.9492169873	zi3
6817	揍	39	99.9492766672	zou4	beat up/break to pieces
6818	蕈	39	99.9493363472	xun4	mold/mushroom
6819	糍	39	99.9493960271	ci2
6820	鲝	39	99.949455707	zha3
6821	聱	39	99.9495153869	ao2	difficult to pronounce
6822	疔	39	99.9495750668	ding1	boil/carbuncle
6823	褵	39	99.9496347467	li2
6824	詯	39	99.9496944266	hui4
6825	仂	39	99.9497541065	le4	surplus/tithe
6826	冁	39	99.9498137864	chan3	smilingly
6827	躄	39	99.9498734663	bi4
6828	镓	39	99.9499331463	jia1	gallium
6829	邶	39	99.9499928262	bei4	name of a feudal state
6830	筩	39	99.9500525061	yong3
6831	騄	39	99.950112186	lu4
6832	鹙	39	99.9501718659	qiu1
6833	諠	39	99.9502315458	xuan1
6834	銲	39	99.9502912257	han4
6835	饎	39	99.9503509056	chi4
6836	躧	39	99.9504105855	xi3
6837	觷	39	99.9504702654	hu4
6838	穜	38	99.9505284151	tong2
6839	垮	38	99.9505865648	kua3	collapse
6840	毵	38	99.9506447144	san1	long-haired/shaggy
6841	胼	38	99.9507028641	pian2	callous on hand or foot
6842	沲	38	99.9507610137	duo4
6843	筸	38	99.9508191634	gan1
6844	醊	38	99.950877313	zhui4
6845	洚	38	99.9509354627	jiang4	flood
6846	阓	38	99.9509936124	hui4
6847	阛	38	99.951051762	huan2
6848	豭	38	99.9511099117	jia1
6849	跱	38	99.9511680613	zhi4
6850	馉	38	99.951226211	gu3
6851	眲	38	99.9512843606	ne4
6852	芚	38	99.9513425103	tun2
6853	藟	38	99.9514006599	lei3
6854	釴	38	99.9514588096	yi4
6855	膎	38	99.9515169593	xie2
6856	鈮	38	99.9515751089	ni2
6857	髩	38	99.9516332586	bin4
6858	瞭	37	99.951689878	liao3
6859	礮	37	99.9517464974	pao4
6860	唼	37	99.9518031168	sha4
6861	狺	37	99.9518597362	yin2	snarling of dogs
6862	腓	37	99.9519163556	fei2	calf of leg/decay/protect
6863	聬	37	99.951972975	weng3
6864	冱	37	99.9520295944	hu4	congealed/frozen
6865	隃	37	99.9520862138	yu2
6866	騧	37	99.9521428332	gua1
6867	龂	37	99.9521994526	yan3
6868	仳	37	99.952256072	pi3	to part
6869	茝	37	99.9523126914	zhi3
6870	駜	37	99.9523693108	bi4
6871	窎	37	99.9524259302	diao4
6872	鮧	37	99.9524825496	yi2
6873	汆	36	99.9525376387	cuan1
6874	蜞	36	99.9525927279	qi2	grapsus
6875	鲻	36	99.952647817	zi1	Mugil cephalus/grey mullet
6876	繐	36	99.9527029062	sui4
6877	滢	36	99.9527579953	ying2	clear/limpid (of water)
6878	踖	36	99.9528130845	ji2
6879	腈	36	99.9528681736	jing1
6880	眮	36	99.9529232628	tong2
6881	絫	36	99.9529783519	lei3
6882	鸂	36	99.9530334411	xi1
6883	蜑	36	99.9530885302	dan4
6884	唛	36	99.9531436194	ma4/mai4	mark
6885	鏦	36	99.9531987085	cong1
6886	雰	36	99.9532537977	fen1
6887	醁	36	99.9533088868	lu4
6888	艍	36	99.953363976	ju1
6889	訒	36	99.9534190651	ren4
6890	鱄	36	99.9534741543	tuan2
6891	盭	36	99.9535292434	li4
6892	膢	36	99.9535843325	lou2
6893	韎	36	99.9536394217	wa4
6894	鹥	36	99.9536945108	yi1
6895	狒	35	99.9537480697	fei4	hamadryad baboon
6896	鲨	35	99.9538016286	sha1	shark
6897	鴥	35	99.9538551875	yu4
6898	睺	35	99.9539087464	hou2
6899	霣	35	99.9539623053	yun3
6900	鎗	35	99.9540158642	qiang1
6901	覛	35	99.9540694231	mi4
6902	騼	35	99.954122982	lu4
6903	餫	35	99.9541765409	yun4
6904	鲀	35	99.9542300998	tun2
6905	絇	35	99.9542836587	qu2
6906	讗	35	99.9543372176	xie2
6907	鉶	35	99.9543907765	xing2
6908	顥	35	99.9544443354	hao4
6909	蘑	34	99.954496364	mo2	mushroom
6910	嘬	34	99.9545483926	chuai4/zuo1	to gnaw/eat ravenously, suck
6911	楝	34	99.9546004213	lian4	Melia japonica
6912	铧	34	99.9546524499	hua2	ploughshare/spade
6913	餬	34	99.9547044786	hu2
6914	疳	34	99.9547565072	gan1	rickets
6915	鼬	34	99.9548085358	you4	weasel, mustela itatis
6916	牯	34	99.9548605645	gu3	bullock/cow
6917	瘘	34	99.9549125931	lou4
6918	哏	34	99.9549646217	gen2
6919	鬏	34	99.9550166504	jiu1
6920	翬	34	99.955068679	hui1
6921	胾	34	99.9551207077	zi4
6922	菆	34	99.9551727363	zou1
6923	訔	34	99.9552247649	yin2
6924	骫	34	99.9552767936	wei3
6925	仡	34	99.9553288222	yi4	strong/brave
6926	聝	34	99.9553808509	guo2
6927	绤	34	99.9554328795	xi4
6928		34	99.9554849081
6929	紒	34	99.9555369368	ji4
6930	蒢	34	99.9555889654	chu2
6931	嚯	33	99.9556394638	huo4
6932	泔	33	99.9556899622	gan1	slop from rinsing rice
6933	玎	33	99.9557404606	ding1	jingling/tinkling
6934	矬	33	99.955790959	cuo2	short/dwarfish
6935	漶	33	99.9558414574	huan4	indecipherable
6936	飗	33	99.9558919557	liu2
6937	屺	33	99.9559424541	qi3	hill without trees
6938	醲	33	99.9559929525	nong2
6939	钘	33	99.9560434509	jian1
6940	镵	33	99.9560939493	chan2
6941	頞	33	99.9561444477	e4
6942	絰	33	99.956194946	die2
6943	萯	33	99.9562454444	bei4
6944	謷	33	99.9562959428	ao2
6945	麛	33	99.9563464412	mi2
6946	薯	32	99.9563954093	shu3	potato/yam
6947	蓓	32	99.9564443775	bei4	(flower) bud
6948	韻	32	99.9564933456	yun4
6949	劁	32	99.9565423137	qiao1
6950	岙	32	99.9565912819	ao4
6951	泐	32	99.95664025	le4	write
6952	窊	32	99.9566892181	wa1
6953	唪	32	99.9567381863	feng3	recite/chant
6954	麀	32	99.9567871544	you1
6955	麖	32	99.9568361225	jing1
6956	耑	32	99.9568850906	zhuan1
6957	踘	32	99.9569340588	ju1
6958	踦	32	99.9569830269	ji1
6959	葙	32	99.957031995	xiang1	Celosia argentea
6960	膴	32	99.9570809632	wu3
6961	覂	32	99.9571299313	ban3
6962	饳	32	99.9571788994	duo4
6963	鲖	32	99.9572278676	tong2
6964	笴	32	99.9572768357	gan3
6965	絻	32	99.9573258038	wen4
6966	臝	32	99.957374772	luo3
6967	黈	32	99.9574237401	tou3
6968	鼛	32	99.9574727082	gao1
6969	紥	32	99.9575216764	zha1
6970	駆	32	99.9575706445	qu1
6971	鹴	32	99.9576196126	shuang1
6972	硷	31	99.9576670505	jian3	base (chem.)/soda/alkali
6973	榨	31	99.9577144884	zha4	salted vegetable/to extract
6974	瑷	31	99.9577619262	ai4	jasper/precious stone
6975	躜	31	99.9578093641	zuan1
6976	蠋	31	99.957856802	zhu2
6977	嚆	31	99.9579042399	hao1	sound/noise
6978	瞷	31	99.9579516778	jian4
6979	柃	31	99.9579991156	ling2	Eurya japonica
6980	袗	31	99.9580465535	zhen3
6981	穄	31	99.9580939914	ji4
6982	齧	31	99.9581414293	nie4
6983	粃	31	99.9581888671	bi3
6984	褎	31	99.958236305	you4
6985	騠	31	99.9582837429	ti2
6986	膰	31	99.9583311808	pan2
6987	蜼	31	99.9583786187	wei3
6988	纼	31	99.9584260565	zhen4
6989	轜	31	99.9584734944	er2
6990	隮	31	99.9585209323	ji1
6991	飶	31	99.9585683702	bi4
6992	鼟	31	99.958615808	teng1
6993	銟	31	99.9586632459	cha1
6994	鵶	31	99.9587106838	ya1
6995	孵	30	99.9587565914	fu1	hatch
6996	坨	30	99.958802499	tuo2	lump/spherical substance
6997	垭	30	99.9588484067	ya4/ya1	character used in place names
6998	鲦	30	99.9588943143	tiao2	Chub leuciehthys
6999	鳗	30	99.9589402219	man2	eel/Anguilla lostoniensis
7000	轾	30	99.9589861295	zhi4	back and lower of chariot/short/low
7001	脎	30	99.9590320372	sa4
7002	觔	30	99.9590779448	jin1
7003	蓥	30	99.9591238524	ying2
7004	褠	30	99.95916976	gou1
7005	譁	30	99.9592156676	wa2
7006	稂	30	99.9592615753	lang2	grass/weeds
7007	篯	30	99.9593074829	jian1
7008	麕	30	99.9593533905	jun1
7009	钖	30	99.9593992981	yang2
7010	竾	30	99.9594452058	chi2
7011	菙	30	99.9594911134	chui2
7012	箰	30	99.959537021	sun3
7013	阬	30	99.9595829286	gang1
7014	耠	30	99.9596288363	huo1
7015	錔	30	99.9596747439	ta4
7016	騕	30	99.9597206515	yao3
7017	鬴	30	99.9597665591	fu3
7018	魭	30	99.9598124667	wan3
7019	鮔	30	99.9598583744	ju4
7020	碴	29	99.9599027517	cha2	fault/glass fragment/quarrel
7021	氰	29	99.9599471291	qing2
7022	咪	29	99.9599915065	mi1	sound to call cat
7023	楂	29	99.9600358838	cha2/zha1	fell trees/raft/to hew, Chinese quince/hawthorn
7024	鷃	29	99.9600802612	yan4
7025	僳	29	99.9601246386	su4	Lisu (ethnic group)
7026	腩	29	99.960169016	nan3
7027	蕝	29	99.9602133933	jue2
7028	嶝	29	99.9602577707	deng4	path leading up a mountain
7029	醌	29	99.9603021481	kun1
7030	鬐	29	99.9603465254	qi2
7031	胠	29	99.9603909028	qu1
7032	蚖	29	99.9604352802	wan2
7033	箾	29	99.9604796575	xiao1
7034	鄑	29	99.9605240349	zi1
7035	釱	29	99.9605684123	di4
7036	纆	29	99.9606127896	mo4
7037	逴	29	99.960657167	chuo4
7038	睰	29	99.9607015444	ma4
7039	筜	29	99.9607459218	dang1
7040	觾	29	99.9607902991	yan4
7041	醳	29	99.9608346765	yi4
7042	鎡	29	99.9608790539	zi1
7043	鐉	29	99.9609234312	quan1
7044	搐	28	99.9609662783	chu4	lead/pull
7045	咖	28	99.9610091255	ka1	coffee
7046	钨	28	99.9610519726	wu1	tungsten
7047	茑	28	99.9610948197	niao3	grossulariaceae
7048	颌	28	99.9611376668	he2	maxilla and mandible
7049	艈	28	99.9611805139	uu
7050	眵	28	99.961223361	chi1	gritty secretion in eyes
7051	葰	28	99.9612662081	jun4
7052	鄳	28	99.9613090553	meng2
7053	磲	28	99.9613519024	qu2	Tridacna gigas
7054	趦	28	99.9613947495	zi1
7055	鶗	28	99.9614375966	ti2
7056	禬	28	99.9614804437	gui4
7057	箙	28	99.9615232908	fu2
7058	耔	28	99.9615661379	zi3	hoe up soil around plants
7059	圾	27	99.9616074548	ji1
7060	衖	27	99.9616487717	long4
7061	痫	27	99.9616900885	xian2	epilepsy/insanity
7062	蹼	27	99.9617314054	pu3	web (of feet of ducks, frogs, etc.)
7063	鳍	27	99.9617727223	qi2	fins/supporting surfaces
7064	黢	27	99.9618140391	qu1
7065	烷	27	99.961855356	wan2	alkane
7066	荄	27	99.9618966728	gai1
7067	遝	27	99.9619379897	ta4
7068	溏	27	99.9619793066	tang2	noncoagulative/pond
7069	緅	27	99.9620206234	zou1
7070	聴	27	99.9620619403	ting1
7071	虒	27	99.9621032571	ti2
7072	貍	27	99.962144574	mai2
7073	臞	27	99.9621858909	qu2
7074	褌	27	99.9622272077	kun1
7075	賸	27	99.9622685246	sheng4
7076	跅	27	99.9623098414	tuo4
7077	鄤	27	99.9623511583	wan4
7078	髆	27	99.9623924752	bo2
7079	漭	27	99.962433792	mang3	vast/expansive (of water)
7080	誖	27	99.9624751089	bei4
7081	穟	27	99.9625164257	sui4
7082	菼	27	99.9625577426	tan3
7083	褘	27	99.9625990595	yi1
7084	韣	27	99.9626403763	du2
7085	碘	26	99.9626801629	dian3	iodine
7086	镭	26	99.9627199495	lei2	radium
7087	蔫	26	99.9627597361	nian1	fade/wither
7088	钎	26	99.9627995228	qian1
7089	惝	26	99.9628393094	chang3/tang3	disappointed, disappointed
7090	砷	26	99.962879096	shen1	arsenic
7091	跐	26	99.9629188826	ci1
7092	圪	26	99.9629586692	ge1	(phonetic)
7093	疝	26	99.9629984558	shan4	hernia
7094	黪	26	99.9630382424	can3	grey black
7095	絅	26	99.963078029	jiong1
7096	貤	26	99.9631178156	yi2
7097	邘	26	99.9631576022	yu2
7098	尜	26	99.9631973888	ga2
7099	鑑	26	99.9632371754	jian4
7100	镘	26	99.963276962	man4	side of coin without words/trowel
7101	镨	26	99.9633167486	pu3	praseodymium
7102	鴂	26	99.9633565353	gui1
7103	醽	26	99.9633963219	ling2
7104	縗	26	99.9634361085	shuai1
7105	肵	26	99.9634758951	qi2
7106	詴	26	99.9635156817	wei1
7107	赩	26	99.9635554683	xi4
7108	颣	26	99.9635952549	lei4
7109	鶂	26	99.9636350415	yi4
7110	鼒	26	99.9636748281	zi1
7111	稾	26	99.9637146147	gao3
7112	蒎	26	99.9637544013	pai4	pinane
7113	騩	26	99.9637941879	tui2
7114	聓	26	99.9638339745	sei
7115	噻	25	99.9638722309	sai1
7116	篲	25	99.9639104872	hui4
7117	蝟	25	99.9639487436	wei4
7118	墁	25	99.9639869999	man4	to plaster
7119	哳	25	99.9640252563	zha1
7120	熵	25	99.9640635126	shang1	entropy
7121	掭	25	99.964101769	tian4
7122	霨	25	99.9641400254	wei4
7123	圊	25	99.9641782817	qing1	pigsty/rest-room
7124	瘕	25	99.9642165381	jia3	obstruction in the intestine
7125	諆	25	99.9642547944	qi1
7126	讱	25	99.9642930508	ren4
7127	笭	25	99.9643313071	ling2
7128	趷	25	99.9643695635	ke1
7129	睗	25	99.9644078198	shi4
7130	矱	25	99.9644460762	yue1
7131	筤	25	99.9644843325	lang2
7132	荂	25	99.9645225889	fu1
7133	葅	25	99.9645608452	ju4
7134	賵	25	99.9645991016	feng4
7135	鄏	25	99.9646373579	ru3
7136	瀵	25	99.9646756143	fen4	name of a river/valley vapor
7137	霡	25	99.9647138706	mai4
7138	霿	25	99.964752127	mao4
7139	韝	25	99.9647903833	bei4
7140	酏	25	99.9648286397	yi2/yi3	elixirs/sweet wine
7141	穨	25	99.964866896	tui2
7142	鞾	25	99.9649051524	xue1
7143	蒒	25	99.9649434088	shi1
7144	垃	24	99.9649801349	la1
7145	蹠	24	99.965016861	zhi2
7146	茴	24	99.9650535871	hui2	fennel
7147	鞦	24	99.9650903131	qiu1
7148	蝰	24	99.9651270392	kui2
7149	觫	24	99.9651637653	su4	tremble with fear
7150	鲮	24	99.9652004914	ling2	pangolin/Manis pentadactylata
7151	韺	24	99.9652372175	ying1
7152	髳	24	99.9652739436	mao2
7153		24	99.9653106697
7154	耰	24	99.9653473958	you1
7155	覩	24	99.9653841219	du3
7156	鏁	24	99.965420848	suo3
7157	鸧	24	99.9654575741	qiang1
7158	矟	24	99.9654943002	shuo4
7159	詮	24	99.9655310263	quan2
7160	鄽	24	99.9655677524	chan2
7161	鈺	24	99.9656044785	yu4
7162	鴺	24	99.9656412046	yi2
7163	篨	24	99.9656779307	chu2
7164	赕	24	99.9657146568	dan3
7165	簉	24	99.9657513829	zao4
7166	踶	24	99.965788109	di4
7167	铘	24	99.9658248351	ye2
7168	龏	24	99.9658615612	wo4
7169	篘	24	99.9658982873	chou1
7170	镋	24	99.9659350134	tang3
7171	鮸	24	99.9659717395	mian3
7172	镩	23	99.9660069354	cuan1
7173	痱	23	99.9660421312	fei4	prickly heat
7174	唢	23	99.966077327	suo3
7175	睕	23	99.9661125229	wan1
7176	钶	23	99.9661477187	ke1	columbium
7177	蝤	23	99.9661829146	qiu2/you2	larva/grub
7178	禑	23	99.9662181104	wu2
7179	粡	23	99.9662533063	tong2
7180	粣	23	99.9662885021	ce4
7181	艁	23	99.966323698	zao4
7182	貣	23	99.9663588938	te4
7183	顣	23	99.9663940896	cu4
7184	鲡	23	99.9664292855	li2
7185	詣	23	99.9664644813	yi4
7186	裈	23	99.9664996772	kun1
7187	阤	23	99.966534873	yi3
7188	餱	23	99.9665700689	hou2
7189	虵	23	99.9666052647	ye3
7190	袿	23	99.9666404606	gui1
7191	藭	23	99.9666756564	qiong
7192	鸴	23	99.9667108522	xue2
7193	緤	23	99.9667460481	ye4
7194	鐏	23	99.9667812439	zun1
7195	繶	23	99.9668164398	yi4
7196	諟	23	99.9668516356	di4
7197	踳	23	99.9668868315	chuan3
7198	鄅	23	99.9669220273	yu3
7199	霃	23	99.9669572232	chen2
7200	馌	23	99.966992419	ye4
7201	盵	23	99.9670276148	qi4
7202	繦	23	99.9670628107	qiang3
7203	艃	23	99.9670980065	li2
7204	蕆	23	99.9671332024	chan3
7205	魞	23	99.9671683982	ba1
7206	籞	22	99.9672020638	yu4
7207	腺	22	99.9672357294	xian4	gland
7208	荸	22	99.967269395	bi2	water chestnut
7209	摞	22	99.9673030606	luo4	pile up
7210	謏	22	99.9673367262	xiao3
7211	垸	22	99.9673703918	yuan4
7212	莛	22	99.9674040574	ting2	stalk of grass
7213	靿	22	99.9674377229	yao4
7214	礓	22	99.9674713885	jiang1
7215	蝽	22	99.9675050541	chun1
7216	跊	22	99.9675387197	mei4
7217	迯	22	99.9675723853	tao2
7218	胲	22	99.9676060509	hai3	hydroxylamine
7219	腧	22	99.9676397165	shu4
7220	箢	22	99.9676733821	yuan1
7221	篸	22	99.9677070477	zan1
7222	闍	22	99.9677407133	du1
7223	菉	22	99.9677743788	lu4
7224	秲	22	99.9678080444	zhi4
7225	稙	22	99.96784171	zhi4
7226	藳	22	99.9678753756	gao3
7227	跁	22	99.9679090412	ba4
7228	閺	22	99.9679427068	wen2
7229	顔	22	99.9679763724	ya2
7230	芼	22	99.968010038	mao4
7231	睮	22	99.9680437036	yu2
7232	穠	22	99.9680773692	nong2
7233	罳	22	99.9681110347	si1
7234	耏	22	99.9681447003	er2
7235	芣	22	99.9681783659	fou3
7236	蟟	22	99.9682120315	liao2
7237	詶	22	99.9682456971	zhou4
7238	醓	22	99.9682793627	tan3
7239	錡	22	99.9683130283	yi3
7240	馺	22	99.9683466939	sa4
7241	鸤	22	99.9683803595	shi1
7242	礧	22	99.9684140251	lei2
7243	緭	22	99.9684476907	wei4
7244	辿	22	99.9684813562	chan1
7245	銇	22	99.9685150218	lei4
7246	镴	21	99.9685471572	la4
7247	轱	21	99.9685792925	gu1
7248	餂	21	99.9686114278	tian2
7249	顸	21	99.9686435632	han1	dawdling
7250	餦	21	99.9686756985	zhang1
7251	臢	21	99.9687078338	za1
7252	蝀	21	99.9687399692	dong1
7253	鲩	21	99.9687721045	huan4
7254	螘	21	99.9688042399	yi3
7255	詪	21	99.9688363752	hen3
7256	顝	21	99.9688685105	kua3
7257	髣	21	99.9689006459	fang3
7258	鬂	21	99.9689327812	bin4
7259	鲒	21	99.9689649165	jie2	oyster
7260	穫	21	99.9689970519	hu4
7261	窾	21	99.9690291872	kuan3
7262	诪	21	99.9690613225	zhou1
7263	鷁	21	99.9690934579	yi4
7264	蟭	21	99.9691255932	jiao1
7265	綀	21	99.9691577286	shu1
7266	臛	21	99.9691898639	huo4
7267	輧	21	99.9692219992	peng1
7268	蕣	21	99.9692541346	shun4
7269	袀	21	99.9692862699	jun1
7270	覙	21	99.9693184052	zhen3
7271	詻	21	99.9693505406	e4
7272	鲿	21	99.9693826759	chang2
7273	鈆	21	99.9694148112	qian1
7274	綵	21	99.9694469466	cai3
7275	霝	21	99.9694790819	ling2
7276	荬	21	99.9695112173	mai3
7277	靷	21	99.9695433526	yin3
7278	紟	21	99.9695754879	jin1
7279	脀	21	99.9696076233	zheng1
7280	襮	21	99.9696397586	bo2
7281	讎	21	99.9696718939	chou2
7282	瘃	21	99.9697040293	zhu2	chilblain
7283	髢	21	99.9697361646	di2
7284	鍰	21	99.9697682999	huan2
7285	眖	20	99.969798905	kuang4
7286	擀	20	99.9698295101	gan3
7287	咣	20	99.9698601152	guang1
7288	囝	20	99.9698907203	jian3	child
7289	鲶	20	99.9699213254	nian2	sheat
7290	罣	20	99.9699519304	gua4
7291	巛	20	99.9699825355	chuan1
7292	臌	20	99.9700131406	gu3	dropsical/swollen
7293	皲	20	99.9700437457	jun1	to chap
7294	祋	20	99.9700743508	dui4
7295	軆	20	99.9701049558	ti1
7296	茚	20	99.9701355609	yin4
7297	骕	20	99.970166166	su4
7298	禇	20	99.9701967711	chu3
7299	飔	20	99.9702273762	si1
7300	龒	20	99.9702579813	mang2
7301	稑	20	99.9702885863	lu4
7302	羇	20	99.9703191914	ji1
7303	莾	20	99.9703497965	mang3
7304	袃	20	99.9703804016	chai4
7305	袨	20	99.9704110067	xuan4
7306	譄	20	99.9704416117	zeng1
7307	陜	20	99.9704722168	xia2
7308	霂	20	99.9705028219	mu4
7309	秅	20	99.970533427	na2
7310	礤	20	99.9705640321	ca3
7311	謄	20	99.9705946372	teng2
7312	錧	20	99.9706252422	guan3
7313	睔	20	99.9706558473	gun4
7314	穬	20	99.9706864524	kuang4
7315	罛	20	99.9707170575	gu1
